Date,Open,High,Low,Close,Adj Close,Volume
2004-10-01,50.349998,53.430000,50.250000,53.099998,22.685482,411100
2004-11-01,53.200001,56.220001,52.889999,55.200001,23.582666,663200
2004-12-01,55.349998,57.599998,55.330002,56.549999,24.159401,611900
2005-01-01,56.750000,56.750000,51.270000,51.709999,22.589714,951200
2005-02-01,51.900002,55.110001,51.700001,53.349998,23.306158,577900
2005-03-01,53.250000,55.529999,51.130001,51.820000,22.637775,695000
2005-04-01,52.590000,54.810001,51.119999,54.810001,24.230013,689700
2005-05-01,55.000000,57.759998,54.169998,56.740002,25.083218,985700
2005-06-01,56.799999,60.090000,56.619999,58.700001,25.949677,696600
2005-07-01,58.709999,63.099998,58.680000,62.889999,28.109142,918200
2005-08-01,63.099998,63.450001,57.419998,60.340000,26.969408,1251300
2005-09-01,60.580002,62.090000,58.250000,60.450001,27.018566,805000
2005-10-01,60.560001,60.560001,55.040001,58.709999,26.543245,1354100
2005-11-01,58.709999,62.160000,56.869999,61.150002,27.646399,711100
2005-12-01,61.330002,62.450001,59.459999,59.560001,26.927532,826700
2006-01-01,59.939999,64.379997,59.160000,64.050003,29.737749,7415200
2006-02-01,64.150002,66.029999,62.290001,65.239998,30.290253,1996300
2006-03-01,66.199997,69.709999,64.879997,67.919998,31.534544,1783500
2006-04-01,68.150002,68.269997,63.459999,65.610001,30.639683,1058500
2006-05-01,65.989998,66.629997,61.689999,63.840000,29.813120,1634400
2006-06-01,64.000000,67.050003,63.700001,66.300003,30.961920,1435800
2006-07-01,66.720001,69.139999,66.099998,68.879997,32.509819,2182500
2006-08-01,68.610001,71.639999,67.339996,71.279999,33.642567,1988500
2006-09-01,71.589996,73.589996,70.260002,72.000000,33.982407,1389900
2006-10-01,72.129997,76.800003,71.300003,76.339996,36.371738,1589300
2006-11-01,76.519997,80.199997,72.690002,79.989998,38.110733,2390700
2006-12-01,80.199997,81.150002,74.970001,77.000000,36.686176,2723700
2007-01-01,77.339996,83.940002,75.430000,83.760002,40.692707,2971000
2007-02-01,83.830002,87.440002,80.080002,81.500000,39.594734,5091500
2007-03-01,80.400002,81.800003,76.300003,79.349998,38.550213,3722800
2007-04-01,79.300003,81.750000,78.449997,79.250000,38.724312,2178400
2007-05-01,79.500000,79.830002,73.199997,78.949997,38.577732,4334700
2007-06-01,79.239998,79.750000,69.139999,70.949997,34.668652,3681300
2007-07-01,71.209999,74.309998,64.110001,65.089996,32.203487,3498600
2007-08-01,65.010002,70.440002,63.020000,69.480003,34.375450,8075000
2007-09-01,69.510002,73.449997,66.570000,71.459999,35.355076,4380900
2007-10-01,72.099998,76.690002,68.760002,72.959999,36.471870,5216100
2007-11-01,71.160004,71.320000,61.099998,66.050003,33.017639,6158300
2007-12-01,66.260002,69.669998,60.009998,61.459999,30.723141,7902200
2008-01-01,61.459999,63.099998,53.330002,60.980000,30.986494,18634900
2008-02-01,61.349998,63.619999,57.669998,59.040001,30.000706,16829600
2008-03-01,59.029999,65.599998,56.240002,62.389999,31.702971,11536300
2008-04-01,63.740002,68.809998,63.080002,66.370003,33.984253,15844700
2008-05-01,66.449997,68.720001,64.510002,66.230003,33.912594,16191500
2008-06-01,66.669998,67.419998,57.730000,58.419998,29.913515,10699000
2008-07-01,56.889999,63.200001,53.189999,60.240002,31.256968,82577600
2008-08-01,60.270000,64.519997,58.380001,61.669998,31.998957,64977900
2008-09-01,62.000000,68.949997,55.830002,60.799999,31.547539,69565900
2008-10-01,60.500000,60.500000,32.529999,41.509998,21.819633,81280200
2008-11-01,41.400002,42.540001,22.520000,32.080002,16.862776,100577600
2008-12-01,31.280001,39.220001,25.450001,36.450001,19.159857,48442300
2009-01-01,36.630001,36.750000,28.660000,30.059999,16.230505,60678400
2009-02-01,29.370001,31.639999,23.180000,23.889999,12.899091,79691200
2009-03-01,23.559999,27.270000,19.950001,24.280001,13.109670,69303000
2009-04-01,23.850000,33.000000,23.590000,31.730000,17.470848,94192200
2009-05-01,31.760000,33.619999,29.000000,32.560001,17.927853,74050600
2009-06-01,33.340000,35.099998,29.570000,31.010000,17.074406,52703500
2009-07-01,31.230000,34.910000,27.820000,34.349998,19.223919,44814900
2009-08-01,35.090000,40.900002,34.430000,39.270000,21.977388,83862700
2009-09-01,38.970001,45.240002,36.180000,41.450001,23.197422,67563400
2009-10-01,41.360001,42.380001,38.470001,39.599998,22.380735,76966800
2009-11-01,39.700001,43.509998,38.439999,42.200001,23.850187,53448600
2009-12-01,42.630001,46.639999,42.180000,44.740002,25.285717,47683200
2010-01-01,45.220001,45.630001,41.860001,42.270000,24.197958,59791000
2010-02-01,42.590000,45.119999,40.330002,44.630001,25.548969,58118800
2010-03-01,44.900002,50.500000,44.730000,48.810001,27.941853,58754600
2010-04-01,49.169998,54.360001,48.610001,52.299999,30.164473,58159500
2010-05-01,52.759998,54.349998,45.000000,49.509998,28.555323,84316700
2010-06-01,48.840000,52.150002,45.230000,46.490002,26.813503,78490500
2010-07-01,46.520000,51.820000,43.959999,50.950001,29.663582,67021200
2010-08-01,51.779999,52.810001,48.110001,50.299999,29.285147,49065200
2010-09-01,50.889999,54.849998,50.880001,52.080002,30.321489,44821500
2010-10-01,52.389999,56.180000,51.689999,54.549999,32.045414,42152700
2010-11-01,54.810001,57.650002,51.619999,53.540001,31.452093,37579700
2010-12-01,54.200001,55.750000,52.750000,55.369999,32.527119,39338400
2011-01-01,55.759998,57.599998,54.419998,57.169998,33.952362,33458200
2011-02-01,57.509998,59.860001,56.759998,59.860001,35.549923,28594500
2011-03-01,59.830002,60.000000,55.730000,58.470001,34.724426,47023800
2011-04-01,58.779999,62.380001,57.099998,61.830002,36.987312,35259100
2011-05-01,62.130001,62.700001,59.720001,62.680000,37.495781,34298300
2011-06-01,62.540001,62.610001,57.820000,60.099998,35.952404,42225100
2011-07-01,60.270000,63.320000,59.959999,61.040001,36.825813,34963400
2011-08-01,61.770000,62.000000,48.720001,57.610001,34.756466,90734500
2011-09-01,57.500000,57.959999,50.650002,50.869999,30.690186,54834000
2011-10-01,50.340000,59.119999,47.099998,58.139999,35.416828,60425700
2011-11-01,56.349998,58.490002,51.889999,55.930000,34.070572,40705700
2011-12-01,55.910000,58.869999,54.299999,58.000000,35.331528,34587700
2012-01-01,59.049999,62.119999,57.029999,61.700001,38.002003,37191500
2012-02-01,62.209999,63.349998,60.779999,60.990002,37.564690,43676600
2012-03-01,61.049999,63.970001,60.650002,63.650002,39.203030,45843900
2012-04-01,63.730000,65.760002,60.840000,65.470001,40.648094,44864300
2012-05-01,65.550003,66.690002,60.910000,62.520000,38.816540,47361600
2012-06-01,61.599998,65.470001,60.139999,65.430000,40.623257,51999500
2012-07-01,65.940002,67.709999,64.930000,66.739998,41.778103,37159300
2012-08-01,67.120003,67.550003,65.300003,66.730003,41.771847,39574300
2012-09-01,66.739998,69.199997,64.589996,64.970001,40.670116,61408400
2012-10-01,65.099998,66.320000,63.400002,64.379997,40.621296,47588200
2012-11-01,64.500000,65.570000,61.660000,64.209999,40.514027,54429400
2012-12-01,64.480003,66.559998,64.129997,65.800003,41.517250,50012600
2013-01-01,66.930000,69.330002,66.209999,68.260002,43.593311,51706400
2013-02-01,68.620003,70.070000,68.029999,69.089996,44.123371,50827200
2013-03-01,68.910004,70.739998,68.559998,70.529999,45.042995,50762200
2013-04-01,70.660004,75.290001,70.110001,75.279999,48.447598,53433200
2013-05-01,75.389999,78.860001,70.750000,70.779999,45.551556,72839000
2013-06-01,70.760002,71.500000,64.279999,68.720001,44.225807,110962000
2013-07-01,69.260002,72.860001,67.370003,69.339996,45.051605,58248800
2013-08-01,69.610001,69.809998,63.470001,64.500000,41.906952,70399600
2013-09-01,64.750000,70.070000,63.400002,66.139999,42.972504,73282700
2013-10-01,66.150002,71.129997,65.400002,69.129997,45.326550,69727000
2013-11-01,69.410004,69.949997,65.400002,65.500000,42.946461,52018700
2013-12-01,65.430000,66.510002,63.959999,64.559998,42.330128,66444700
2014-01-01,64.279999,67.620003,64.050003,67.320000,44.828087,68138100
2014-02-01,67.220001,70.989998,65.989998,70.730003,47.098797,82899000
2014-03-01,70.290001,72.010002,68.790001,70.620003,47.025551,80879900
2014-04-01,70.769997,72.989998,70.129997,72.940002,48.887787,68785200
2014-05-01,73.059998,75.019997,72.309998,74.690002,50.060711,59941900
2014-06-01,74.919998,76.769997,73.650002,74.839996,50.161266,65971500
2014-07-01,74.889999,76.879997,74.309998,74.900002,50.669064,59277200
2014-08-01,74.889999,77.839996,74.000000,77.180000,52.211483,47424400
2014-09-01,77.050003,78.080002,71.089996,71.849998,48.605778,75046600
2014-10-01,71.599998,79.050003,71.320000,78.989998,53.932632,93672300
2014-11-01,79.029999,81.440002,78.059998,80.570000,55.011402,58834200
2014-12-01,80.500000,83.089996,79.169998,81.000000,55.304996,92391000
2015-01-01,81.699997,89.269997,81.339996,86.550003,59.899872,98662800
2015-02-01,86.529999,87.790001,82.430000,83.370003,57.699039,95072700
2015-03-01,83.580002,87.610001,80.220001,84.309998,58.349598,99575200
2015-04-01,84.370003,86.000000,78.889999,79.379997,55.265953,81097900
2015-05-01,79.470001,81.570000,77.720001,79.139999,55.098873,88165300
2015-06-01,79.389999,80.260002,74.500000,74.690002,52.000690,101210400
2015-07-01,74.379997,79.629997,74.360001,79.000000,55.557560,83202000
2015-08-01,79.269997,80.830002,72.250000,74.029999,52.062355,91513100
2015-09-01,73.290001,77.739998,71.669998,75.540001,53.124283,87292500
2015-10-01,75.660004,81.769997,75.040001,79.889999,56.745075,84705000
2015-11-01,80.070000,81.599998,76.120003,79.389999,56.389935,80265400
2015-12-01,79.500000,80.910004,77.070000,79.730003,56.631435,91975000
2016-01-01,79.070000,80.540001,72.330002,76.989998,55.449047,118618300
2016-02-01,76.519997,77.779999,70.889999,76.709999,55.247387,88688200
2016-03-01,76.779999,83.910004,76.639999,83.800003,60.353691,80968400
2016-04-01,83.629997,84.010002,80.680000,81.830002,59.594578,70280400
2016-05-01,81.779999,86.820000,80.959999,83.669998,60.934574,78273300
