Date,Open,High,Low,Close,Adj Close,Volume
2011-10-01,23.570000,28.120001,23.570000,26.860001,18.080978,0
2011-11-01,26.020000,27.049999,23.809999,26.090000,17.562647,0
2011-12-01,26.030001,26.250000,24.139999,24.530001,16.512526,0
2012-01-01,25.250000,26.520000,24.620001,26.330000,18.377979,0
2012-02-01,26.750000,27.840000,26.750000,27.670000,19.313280,0
2012-03-01,27.910000,27.910000,26.690001,27.440001,19.152748,0
2012-04-01,27.730000,27.730000,26.110001,26.920000,18.789789,0
2012-05-01,27.000000,27.000000,23.830000,23.930000,16.702820,0
2012-06-01,23.400000,25.410000,23.400000,25.410000,17.735834,0
2012-07-01,25.530001,25.830000,24.350000,25.540001,17.826569,0
2012-08-01,25.520000,26.660000,25.260000,26.230000,18.308184,0
2012-09-01,26.090000,28.020000,26.010000,26.680000,18.622278,0
2012-10-01,26.860001,27.480000,26.530001,26.870001,19.095358,0
2012-11-01,27.129999,27.370001,26.049999,27.370001,19.450691,0
2012-12-01,27.340000,28.340000,27.340000,28.209999,20.047646,0
2013-01-01,28.750000,29.209999,28.400000,29.129999,20.955063,0
2013-02-01,29.330000,29.330000,28.340000,28.700001,20.645737,0
2013-03-01,28.709999,29.260000,28.570000,28.770000,20.696095,0
2013-04-01,28.530001,29.840000,28.299999,29.840000,21.529797,0
2013-05-01,29.660000,30.440001,28.940001,28.940001,20.880436,0
2013-06-01,29.090000,29.139999,26.700001,27.510000,19.848682,0
2013-07-01,27.760000,29.219999,27.480000,28.760000,21.038109,0
2013-08-01,29.040001,29.450001,28.270000,28.270000,20.679668,0
2013-09-01,28.700001,30.930000,28.700001,30.160000,22.062214,0
2013-10-01,30.340000,31.650000,29.860001,31.209999,22.932232,0
2013-11-01,31.049999,31.309999,30.680000,31.250000,22.961626,0
2013-12-01,31.059999,31.370001,30.270000,31.370001,23.049805,0
2014-01-01,30.889999,31.219999,29.780001,29.780001,22.054533,0
2014-02-01,29.280001,31.360001,29.280001,31.360001,23.224651,0
2014-03-01,30.730000,31.549999,30.280001,31.240000,23.135777,0
2014-04-01,31.450001,31.690001,30.990000,31.690001,23.658688,0
