Date,AOR,BND,SPY,VFWAX,VNQ,VTTVX
2011-11-01,-0.004464290480372446,-0.0005545581009999134,-0.004063874195041506,-0.028667199307471303,-0.038011760962896046,-0.00868874781450113
2011-12-01,-0.00256267105975172,0.004682362408146901,0.004080456657556075,-0.05979286607536993,0.03701012122719871,-0.022310628361504214
2012-01-01,0.042724888209530354,0.01602815068714092,0.053010933149694184,0.11297199471480002,0.07558334301307323,0.07009692093789233
2012-02-01,0.025123854868325246,-0.002021577319623824,0.04340561054522496,0.0508924838797562,-0.01150763026885726,0.03200626688371999
2012-03-01,0.008774998113076693,-0.004974918882885482,0.027660049763930328,-0.008312000861583346,0.04361382990249618,0.01285950037837158
2012-04-01,-0.0007653933867156626,0.010032120132127842,-0.0023227997781909426,-0.01895075317651551,0.03686102834398275,-0.004481002172738613
2012-05-01,-0.04062589930067584,0.010378764044391975,-0.060055374737206346,-0.11106931536059295,-0.04505879168651783,-0.05251318766641799
2012-06-01,0.016938060580851344,0.0007272360146028944,0.035216893643904124,0.061846682177021606,0.04654502951576833,0.032462409771553125
2012-07-01,0.01890963107938437,0.012301537745423197,0.01707238446023629,0.005115913917552284,0.028428198162446572,0.009969243046846765
2012-08-01,0.014028844094924997,0.001633469236441698,0.025052644123740198,0.02701669625826497,-0.00014974351516150453,0.018223425796446646
2012-09-01,0.013834204082069146,0.001845759433392935,0.019906247474339223,0.017155934198607614,-0.026374964937509238,0.021625574051238994
2012-10-01,-0.00225948837290868,-0.0008951593203833097,-0.012956724050687485,0.025403981188552693,-0.001200389986593553,-0.007299345836601079
2012-11-01,0.007462397368011464,0.0026373818739398036,0.005659151119644434,0.018608344499223328,-0.0026407084599172626,0.008088141638008084
2012-12-01,0.006518877013107938,-0.010712973454725216,0.0018295370446894665,0.030690683431246812,0.02476236193454673,-0.008752591832674517
2013-01-01,0.035320124857590285,-0.004946350429579582,0.058645177470938226,0.045263019907673785,0.050004781145186694,0.05585711153420103
2013-02-01,0.0042967931173159,0.0033553473571898973,0.01275907145177313,-0.014761396804199522,0.012159204883519736,0.004989275153051587
2013-03-01,0.019109833874891624,0.0009166970599809865,0.033374811728115183,0.0024391476070821927,0.020842106556183015,0.021985956983471056
2013-04-01,0.013714113348757717,0.008334718243538042,0.023745849218901105,0.04028305822910072,0.07558562657745127,0.018043043709802253
2013-05-01,0.003809760378103988,-0.017550556095874192,0.02360968199371083,-0.03016103681795046,-0.05977679223642829,0.0
2013-06-01,-0.020983026398630367,-0.01655452385417855,-0.018537771908380907,-0.04941247395408788,-0.029104362538131423,-0.018405013034043627
2013-07-01,0.027354825384776627,0.003741471227191928,0.05724174207165622,0.05992473454912517,0.0186723104905695,0.037499888907504886
2013-08-01,-0.014221064347351042,-0.00856787716375984,-0.02999276222989533,-0.017037700489145657,-0.0698011313914344,-0.01941072793190879
2013-09-01,0.0342212373138413,0.011053561755053787,0.02664279579897677,0.0668553286251985,0.025426616567103322,0.03617727203017873
2013-10-01,0.024410108565210198,0.008581246772271234,0.05140648408924631,0.039434754825603546,0.05478028462106832,0.029644442589451314
2013-11-01,0.01628749731185275,-0.003040125656675885,0.029637853574277173,0.0012817766713679735,-0.052509820403273566,0.013435608608445282
2013-12-01,0.006798598804266032,-0.009281263303168141,0.020386503458063254,0.003840276816633015,-0.014351194153110702,-0.005681751306427785
2014-01-01,-0.01603785519388412,0.020746068342451185,-0.030010277731679746,-0.043179193923766346,0.05901137364857467,-0.0012702052110714623
2014-02-01,0.033174061558223444,0.002583642899223637,0.045515835268692184,0.05305566887315183,0.05065373411986118,0.03564472831230314
2014-03-01,0.005394204752067644,-0.0017043238776769387,0.0038647999936567423,-0.003826709817943086,-0.0015551564936997497,0.0031289891896537636
2014-04-01,0.0012775398861333276,0.007793234259234616,0.011395603671852106,0.02260183437971408,0.03960051419705857,0.005614554469038691
2014-05-01,0.02101166613576977,0.01069365762064689,0.023206336011082573,0.019564525302502078,0.02399216802347781,0.017369657622706036
2014-06-01,0.015049129720357657,0.0008461352860997806,0.015777556569190443,0.004952084564683323,0.002008661043587656,0.016463370206204697
2014-07-01,-0.024462717416376845,-0.002696877084679583,-0.008710374782174624,-0.0029734320899403865,0.010123309088730048,-0.01319724284840218
2014-08-01,0.0336630529571027,0.011403773511003301,0.03946375470387231,0.010312826400438402,0.030441039921321744,0.026139692771813605
2014-09-01,-0.025191632267857256,-0.0057805784088993395,-0.018384716222713093,-0.05351078143327792,-0.06905961663643989,-0.022511839638319375
2014-10-01,0.016468451136782525,0.00743163703836891,0.0283351156964462,0.004367773579491363,0.10959301999033944,0.01575764862469642
2014-11-01,0.015010966741963783,0.008173224272346236,0.02747211001112393,-0.0016354125183973833,0.020002176048074194,0.0137232875227693
2014-12-01,-0.010847505199526708,-0.00394075201253874,-0.008011468653865483,-0.04587178251295709,0.005336966325635739,-0.0270747431414613
2015-01-01,0.0012139740566812218,0.030838758891840623,-0.024273655681318895,0.010530596491694633,0.08308247594846585,0.014965936134212932
2015-02-01,0.029293973447398258,-0.01505563549047062,0.05620470101160491,0.05481339329189705,-0.03674186482401842,0.03530141871160697
2015-03-01,-0.007054202730037207,0.00551731490530738,-0.02007990568205087,-0.018512510963512918,0.011275040473377684,-0.006466846037562202
2015-04-01,0.009553986866549291,-0.003575016358330685,0.014341534616351348,0.053402176523212885,-0.052847750553482786,0.011242548389999607
2015-05-01,0.006693072721402071,-0.004594073569397339,0.01285621284817351,-0.010715318240790639,-0.003023199473281557,0.002340491931368538
2015-06-01,-0.019351582956668167,-0.01122053854918681,-0.025054427637144605,-0.03791020306846227,-0.05622951670898968,-0.01751314416136962
2015-07-01,0.0014793983784018305,0.008801694905715918,0.027563425730762203,0.005432005357457248,0.06840043853264266,0.008318633710653778
2015-08-01,-0.034533846028882764,-0.002520998025074328,-0.06095007301215283,-0.07492466361340122,-0.06291142015596085,-0.044195835367669134
2015-09-01,-0.018518500292952433,0.008098646468713833,-0.03055618798484616,-0.04535659185932728,0.02039723327920906,-0.01972861689048311
2015-10-01,0.03878387904066205,0.00035494252105539026,0.09070104276776414,0.07019509820464975,0.06815700458489005,0.048427664250821456
2015-11-01,0.0034120023776555986,-0.00399656598305187,0.0036549785578496863,-0.01416963064990684,-0.00625851670827815,-0.0017996409458649332
2015-12-01,-0.01917283503126277,-0.0045859619196992885,-0.02309653781618559,-0.02946482886465629,0.004282679169607118,-0.06129810674220426
2016-01-01,-0.025952909887294928,0.016983657198293978,-0.04413137768801667,-0.04818060551888559,-0.020878651582817986,0.01598203642387319
2016-02-01,-0.002123890735249767,0.00636241586416042,-0.0008259756108394134,-0.02469630721773708,-0.0036368524061377583,-0.003306818658927013
2016-03-01,0.049760031682191785,0.008955654768980637,0.06178976095826627,0.0787785220513042,0.09242616306903328,0.05242215653470583
2016-04-01,0.004309285978083333,0.003947009353421738,0.009119035071565973,0.025144353890346416,-0.012577739445960301,0.009457765419882191
2016-05-01,0.005552725434431194,3.946284665912181e-05,0.01701154241093561,-0.010576357604565989,0.022485199911978615,0.004996822002419465
2016-06-01,0.0047689203657668156,0.020132751194636977,-0.0017154136793879893,-0.020272660161676725,0.059758537082740704,0.004972067787214485
2016-07-01,0.020734776441087233,0.006086522345617906,0.041860968978794766,0.05659880953010665,0.05200200353273998,0.029684543540281716
2016-08-01,0.008623153937002304,-0.003140933241584709,0.001197664104841012,0.007930981652574776,-0.037641924671813376,0.0030030353437899837
2016-09-01,0.006358295079187837,0.0011202771318092886,-0.004968279684562593,0.007868307644009587,-0.025064837174922805,0.004191765681605952
2016-10-01,-0.019197852356848233,-0.009337891796686981,-0.012373316237233256,-0.010763074596147115,-0.05089725961137326,-0.01669672759418972
2016-11-01,-6.032591390758846e-05,-0.02578408256651399,0.03683862857317166,-0.021645375825286695,-0.016756480678847163,0.004245060517631183
2016-12-01,0.00895075839301085,0.0007253624644301127,0.014293428745724812,0.01216830382157763,0.02662054213168874,-0.01268108649319899
2017-01-01,0.019918612320419804,0.00640561779041704,0.023894496929012465,0.04815799558826073,0.019012502002003773,0.044336393091513715
2017-02-01,0.02164916826669616,0.004077049914868347,0.039291170448706,0.014020405179786533,0.035085466571879165,0.021046337817638205
2017-03-01,0.009285638254217021,-0.00026262273924937407,-0.003086815981636626,0.025578917412009794,-0.03131621170804577,0.007067140153887097
2017-04-01,0.010144063029680073,0.007756191843632632,0.014319580017861266,0.024872102491800385,0.009747356380173544,0.012280788161922462
2017-05-01,0.018857165945282528,0.007188787464176949,0.014113092890775558,0.03101295853709507,-0.007246990691853417,0.013864821408492434
2017-06-01,0.003220736042187422,0.00047466857785027905,0.0014908274671581179,-0.006400015802216608,0.01265378307741516,0.0045581916562302816
2017-07-01,0.011694608861655409,0.004062843197801147,0.02553128972109553,0.0452775389031268,0.0220452025730713,0.017016616708801058
2017-08-01,0.012178313100541516,0.01065082016089458,0.0029175023212002493,0.0062288332135940205,-0.0026109308439798973,0.005577298813421949
2017-09-01,0.011279045653609376,-0.0026258684695956713,0.015111755956430883,0.012379909967303426,-0.011304024640819366,0.012201862567566168
